G,Date,Years,Days,Age,Team,Opp,Outcome,Score Dif,Minutes,Seconds,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Season
37,1/16/2013,28,17,28.04657534,MIA,GSW,W ,17,30,32,30.53333333,11,20,0.55,1,5,0.2,2,3,0.667,1,6,7,10,1,0,1,2,25,23.7,33,2013
38,1/17/2013,28,18,28.04931507,MIA,LAL,W ,9,42,4,42.06666667,17,25,0.68,1,2,0.5,4,4,1,0,7,7,8,3,1,2,2,39,36.9,13,2013
39,1/23/2013,28,24,28.06575342,MIA,TOR,W ,7,44,50,44.83333333,12,23,0.522,1,5,0.2,6,7,0.857,1,9,10,11,0,0,3,1,31,27,9,2013
40,1/25/2013,28,26,28.07123288,MIA,DET,W ,22,33,1,33.01666667,9,14,0.643,0,1,0,5,6,0.833,1,6,7,7,1,0,2,0,23,22.8,22,2013
41,1/27/2013,28,28,28.07671233,MIA,BOS,L ,-2,51,56,51.93333333,14,31,0.452,3,6,0.5,3,5,0.6,4,12,16,7,3,1,3,3,34,27.9,-2,2013
42,1/30/2013,28,31,28.08493151,MIA,BRK,W ,20,34,17,34.28333333,10,18,0.556,3,4,0.75,1,4,0.25,2,7,9,7,2,0,4,2,24,19.8,22,2013
43,2/1/2013,28,33,28.09041096,MIA,IND,L ,-13,41,58,41.96666667,9,17,0.529,1,3,0.333,9,11,0.818,1,5,6,3,1,1,3,4,28,20.3,-9,2013
44,2/3/2013,28,35,28.09589041,MIA,TOR,W ,15,39,44,39.73333333,10,16,0.625,1,2,0.5,9,11,0.818,0,8,8,7,2,0,3,1,30,27.9,29,2013
45,2/4/2013,28,36,28.09863014,MIA,CHA,W ,5,38,0,38,13,14,0.929,0,0,,5,6,0.833,0,8,8,8,2,0,5,1,31,30.6,8,2013
46,2/6/2013,28,38,28.10410959,MIA,HOU,W ,6,36,37,36.61666667,11,18,0.611,3,6,0.5,7,10,0.7,1,5,6,5,0,2,4,2,32,24.9,4,2013
47,2/8/2013,28,40,28.10958904,MIA,LAC,W ,22,30,59,30.98333333,9,11,0.818,4,5,0.8,8,11,0.727,1,4,5,6,0,2,5,3,30,26,21,2013
48,2/10/2013,28,42,28.11506849,MIA,LAL,W ,10,36,15,36.25,12,18,0.667,1,2,0.5,7,8,0.875,1,6,7,4,3,0,4,4,32,26.5,7,2013
49,2/12/2013,28,44,28.12054795,MIA,POR,W ,13,38,45,38.75,11,15,0.733,1,3,0.333,7,8,0.875,0,6,6,9,3,2,1,0,30,35,21,2013
50,2/14/2013,28,46,28.1260274,MIA,OKC,W ,10,40,2,40.03333333,14,24,0.583,4,8,0.5,7,9,0.778,3,9,12,7,2,0,4,3,39,33.5,15,2013
51,2/20/2013,28,52,28.14246575,MIA,ATL,W ,13,39,31,39.51666667,8,15,0.533,1,4,0.25,7,8,0.875,0,6,6,11,4,0,2,1,24,27.4,16,2013
52,2/21/2013,28,53,28.14520548,MIA,CHI,W ,19,34,29,34.48333333,11,15,0.733,1,4,0.25,3,3,1,1,11,12,7,2,0,4,2,26,26,6,2013
53,2/23/2013,28,55,28.15068493,MIA,PHI,W ,24,31,30,31.5,7,12,0.583,1,4,0.25,1,2,0.5,1,9,10,11,2,0,2,1,16,20.7,14,2013
54,2/24/2013,28,56,28.15342466,MIA,CLE,W ,4,38,51,38.85,10,19,0.526,0,1,0,8,11,0.727,2,1,3,8,1,0,2,0,28,23.8,6,2013
55,2/26/2013,28,58,28.15890411,MIA,SAC,W ,12,47,45,47.75,14,23,0.609,1,2,0.5,11,12,0.917,3,5,8,16,2,1,2,1,40,44.2,11,2013
56,3/1/2013,28,61,28.16712329,MIA,MEM,W ,7,42,6,42.1,4,14,0.286,2,4,0.5,8,12,0.667,1,7,8,10,2,1,1,1,18,19.3,-1,2013
57,3/3/2013,28,63,28.17260274,MIA,NYK,W ,6,42,50,42.83333333,12,23,0.522,2,6,0.333,3,6,0.5,3,8,11,7,3,1,2,1,29,27.2,9,2013
58,3/4/2013,28,64,28.17534247,MIA,MIN,W ,16,34,53,34.88333333,9,16,0.563,1,4,0.25,1,1,1,1,9,10,4,3,2,7,3,20,14.8,10,2013
59,3/6/2013,28,66,28.18082192,MIA,ORL,W ,1,38,13,38.21666667,7,14,0.5,1,6,0.167,11,12,0.917,0,3,3,2,0,1,2,0,26,19.6,8,2013
60,3/8/2013,28,68,28.18630137,MIA,PHI,W ,9,34,14,34.23333333,10,17,0.588,2,3,0.667,3,5,0.6,3,7,10,5,1,2,3,2,25,22.6,19,2013
61,3/10/2013,28,70,28.19178082,MIA,IND,W ,14,36,21,36.35,5,10,0.5,0,0,,3,5,0.6,1,5,6,7,1,1,4,1,13,11.6,23,2013
62,3/12/2013,28,72,28.19726027,MIA,ATL,W ,17,30,7,30.11666667,3,11,0.273,0,2,0,9,12,0.75,3,4,7,7,2,0,4,1,15,13.1,21,2013
63,3/13/2013,28,73,28.2,MIA,PHI,W ,4,37,14,37.23333333,8,19,0.421,1,4,0.25,10,12,0.833,2,5,7,8,2,1,4,1,27,22.9,7,2013
64,3/15/2013,28,75,28.20547945,MIA,MIL,W ,13,38,14,38.23333333,12,24,0.5,0,2,0,4,5,0.8,1,9,10,7,0,1,2,1,28,22.2,5,2013
65,3/17/2013,28,77,28.2109589,MIA,TOR,W ,17,33,50,33.83333333,6,12,0.5,2,6,0.333,8,11,0.727,1,11,12,8,2,0,3,1,22,23,10,2013
66,3/18/2013,28,78,28.21369863,MIA,BOS,W ,2,42,15,42.25,16,29,0.552,1,4,0.25,4,6,0.667,1,6,7,12,2,2,5,3,37,30.4,13,2013
67,3/20/2013,28,80,28.21917808,MIA,CLE,W ,3,42,19,42.31666667,8,22,0.364,3,7,0.429,6,8,0.75,7,5,12,10,3,2,4,1,25,25.4,1,2013
68,3/22/2013,28,82,28.22465753,MIA,DET,W ,14,39,53,39.88333333,12,15,0.8,1,1,1,4,6,0.667,1,7,8,8,2,1,3,1,29,30.2,14,2013
69,3/24/2013,28,84,28.23013699,MIA,CHA,W ,32,34,10,34.16666667,11,14,0.786,0,1,0,10,11,0.909,0,8,8,10,3,3,4,0,32,36.7,22,2013
70,3/25/2013,28,85,28.23287671,MIA,ORL,W ,14,38,45,38.75,9,16,0.563,0,0,,6,10,0.6,1,8,9,11,1,0,3,2,24,22.8,25,2013
71,3/27/2013,28,87,28.23835616,MIA,CHI,L ,-4,39,56,39.93333333,11,17,0.647,2,5,0.4,8,11,0.727,0,7,7,3,2,4,4,1,32,27.9,2,2013
72,3/29/2013,28,89,28.24383562,MIA,NOH,W ,19,32,13,32.21666667,13,20,0.65,7,10,0.7,3,5,0.6,0,4,4,6,2,0,3,0,36,30.8,19,2013
,3/31/2013,28,91,28.24931507,MIA,SAS,W ,2,Did Not Dress,,#VALUE!,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,2013
,4/2/2013,28,93,28.25479452,MIA,NYK,L ,-12,Did Not Dress,,#VALUE!,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,2013
,4/5/2013,28,96,28.2630137,MIA,CHA,W ,10,Did Not Dress,,#VALUE!,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,2013
73,4/6/2013,28,97,28.26575342,MIA,PHI,W ,19,29,42,29.7,12,17,0.706,1,2,0.5,2,2,1,0,4,4,5,1,0,1,1,27,24.2,22,2013
74,4/9/2013,28,100,28.2739726,MIA,MIL,W ,11,30,4,30.06666667,11,16,0.688,0,1,0,6,6,1,1,6,7,7,2,1,3,0,28,28.3,21,2013
,4/10/2013,28,101,28.27671233,MIA,WAS,W ,5,Did Not Dress,,#VALUE!,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,2013
75,4/12/2013,28,103,28.28219178,MIA,BOS,W ,8,28,51,28.85,8,10,0.8,0,0,,4,4,1,1,5,6,9,0,0,1,1,20,23.3,6,2013
76,4/14/2013,28,105,28.28767123,MIA,CHI,W ,12,34,51,34.85,7,12,0.583,1,1,1,9,12,0.75,0,7,7,6,1,0,3,2,24,20.7,8,2013
,4/15/2013,28,106,28.29041096,MIA,CLE,W ,1,Did Not Dress,,#VALUE!,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,2013
,4/17/2013,28,108,28.29589041,MIA,ORL,W ,12,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2013
1,10/29/2013,28,303,28.83013699,MIA,CHI,W ,12,38,1,38.01666667,5,11,0.455,0,1,0,7,9,0.778,0,6,6,8,1,0,2,0,17,16.9,8,2014
2,10/30/2013,28,304,28.83287671,MIA,PHI,L ,-4,36,38,36.63333333,9,17,0.529,4,7,0.571,3,4,0.75,0,4,4,13,0,0,4,3,25,21.4,-8,2014
3,11/1/2013,28,306,28.83835616,MIA,BRK,L ,-1,42,14,42.23333333,11,19,0.579,1,2,0.5,3,5,0.6,1,6,7,6,2,1,5,2,26,19.9,-3,2014
4,11/3/2013,28,308,28.84383562,MIA,WAS,W ,10,34,41,34.68333333,9,14,0.643,3,5,0.6,4,5,0.8,0,3,3,5,1,0,6,2,25,17,16,2014
5,11/5/2013,28,310,28.84931507,MIA,TOR,W ,9,36,1,36.01666667,13,20,0.65,1,3,0.333,8,8,1,2,6,8,8,0,1,1,2,35,33.9,3,2014
6,11/7/2013,28,312,28.85479452,MIA,LAC,W ,5,37,9,37.15,6,13,0.462,1,3,0.333,5,9,0.556,0,5,5,6,1,0,4,4,18,10.8,-1,2014
7,11/9/2013,28,314,28.86027397,MIA,BOS,L ,-1,36,32,36.53333333,9,13,0.692,0,0,,7,9,0.778,1,7,8,10,0,0,5,1,25,23.1,5,2014
8,11/12/2013,28,317,28.86849315,MIA,MIL,W ,23,29,58,29.96666667,13,21,0.619,4,7,0.571,3,6,0.5,0,3,3,2,0,0,3,0,33,21.6,14,2014
9,11/15/2013,28,320,28.87671233,MIA,DAL,W ,6,36,58,36.96666667,14,18,0.778,1,1,1,10,11,0.909,0,6,6,4,1,0,6,0,39,31.2,0,2014
10,11/16/2013,28,321,28.87945205,MIA,CHA,W ,16,31,55,31.91666667,13,18,0.722,0,0,,4,4,1,1,3,4,7,1,1,3,1,30,27.4,7,2014
11,11/19/2013,28,324,28.88767123,MIA,ATL,W ,16,30,42,30.7,6,13,0.462,0,0,,1,3,0.333,2,4,6,5,1,0,3,0,13,9.6,14,2014
12,11/20/2013,28,325,28.89041096,MIA,ORL,W ,28,29,5,29.08333333,5,11,0.455,0,2,0,11,11,1,1,5,6,7,1,1,4,0,21,20.1,23,2014
13,11/23/2013,28,328,28.89863014,MIA,ORL,W ,2,37,35,37.58333333,7,13,0.538,3,6,0.5,5,7,0.714,0,9,9,7,3,0,3,0,22,22.5,7,2014
14,11/25/2013,28,330,28.90410959,MIA,PHO,W ,15,33,21,33.35,11,14,0.786,2,4,0.5,11,11,1,0,5,5,4,1,1,4,0,35,31.6,1,2014
15,11/27/2013,28,332,28.90958904,MIA,CLE,W ,11,37,6,37.1,9,19,0.474,1,3,0.333,9,11,0.818,0,8,8,8,3,0,1,3,28,26.3,0,2014
16,11/29/2013,28,334,28.91506849,MIA,TOR,W ,7,36,27,36.45,10,17,0.588,3,5,0.6,4,6,0.667,1,5,6,3,1,1,3,2,27,20.5,3,2014
17,12/1/2013,28,336,28.92054795,MIA,CHA,W ,1,38,16,38.26666667,8,13,0.615,1,3,0.333,9,10,0.9,0,5,5,4,1,1,3,0,26,22.7,-4,2014
18,12/3/2013,28,338,28.9260274,MIA,DET,L ,-10,36,58,36.96666667,8,15,0.533,2,5,0.4,5,8,0.625,3,2,5,6,2,1,6,2,23,17.3,-6,2014
19,12/5/2013,28,340,28.93150685,MIA,CHI,L ,-20,33,18,33.3,7,17,0.412,1,4,0.25,6,8,0.75,0,5,5,2,3,0,1,2,21,15.2,-21,2014
20,12/7/2013,28,342,28.9369863,MIA,MIN,W ,21,30,34,30.56666667,9,12,0.75,0,0,,3,5,0.6,4,10,14,8,2,0,7,3,21,20.6,9,2014
21,12/8/2013,28,343,28.93972603,MIA,DET,W ,15,35,1,35.01666667,10,15,0.667,0,2,0,4,5,0.8,1,6,7,9,2,0,6,2,24,21.1,18,2014
22,12/10/2013,28,345,28.94520548,MIA,IND,L ,-6,38,32,38.53333333,6,16,0.375,1,4,0.25,4,6,0.667,1,13,14,6,2,0,5,3,17,12,-2,2014
23,12/14/2013,28,349,28.95616438,MIA,CLE,W ,7,40,37,40.61666667,9,12,0.75,0,2,0,7,10,0.7,2,7,9,9,4,0,2,2,25,30,6,2014
24,12/16/2013,28,351,28.96164384,MIA,UTA,W ,23,33,49,33.81666667,13,17,0.765,0,1,0,4,5,0.8,1,8,9,9,1,0,3,1,30,29.9,24,2014
25,12/18/2013,28,353,28.96712329,MIA,IND,W ,3,36,14,36.23333333,8,14,0.571,1,3,0.333,7,7,1,0,9,9,7,3,0,3,3,24,23.8,16,2014
26,12/20/2013,28,355,28.97260274,MIA,SAC,W ,19,30,40,30.66666667,8,11,0.727,1,2,0.5,1,2,0.5,2,4,6,8,1,1,1,1,18,21.6,14,2014
27,12/23/2013,28,358,28.98082192,MIA,ATL,W ,2,45,38,45.63333333,16,28,0.571,4,9,0.444,2,6,0.333,4,4,8,6,2,0,0,2,38,32.6,-4,2014
28,12/25/2013,28,360,28.98630137,MIA,LAL,W ,6,35,48,35.8,7,14,0.5,0,4,0,5,9,0.556,0,8,8,4,0,0,2,2,19,12.8,0,2014
29,12/27/2013,28,362,28.99178082,MIA,SAC,L ,-5,43,43,43.71666667,12,23,0.522,4,9,0.444,5,6,0.833,0,8,8,8,0,0,2,3,33,26.1,-10,2014
,12/28/2013,28,363,28.99452055,MIA,POR,W ,1,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2014
30,12/30/2013,29,0,29,MIA,DEN,W ,3,39,44,39.73333333,8,15,0.533,5,9,0.556,5,8,0.625,1,5,6,10,0,1,4,0,26,23.4,4,2014
31,1/2/2014,29,3,29.00821918,MIA,GSW,L ,-9,39,34,39.56666667,10,16,0.625,1,4,0.25,5,8,0.625,0,5,5,5,0,1,8,0,26,15.3,-11,2014
32,1/4/2014,29,5,29.01369863,MIA,ORL,W ,16,35,55,35.91666667,5,13,0.385,0,1,0,5,8,0.625,1,7,8,8,1,0,3,1,15,12.7,17,2014
33,1/5/2014,29,6,29.01643836,MIA,TOR,W ,5,37,47,37.78333333,12,18,0.667,0,0,,6,7,0.857,1,3,4,5,1,0,1,1,30,26.5,1,2014
34,1/7/2014,29,8,29.02191781,MIA,NOP,W ,19,35,15,35.25,13,22,0.591,3,6,0.5,3,3,1,1,2,3,5,2,0,3,1,32,25.2,19,2014
35,1/9/2014,29,10,29.02739726,MIA,NYK,L ,-10,41,25,41.41666667,12,17,0.706,1,4,0.25,7,11,0.636,0,5,5,6,1,1,6,2,32,23.9,1,2014
36,1/10/2014,29,11,29.03013699,MIA,BRK,L ,-9,49,22,49.36666667,12,21,0.571,2,5,0.4,10,12,0.833,3,4,7,5,0,0,4,6,36,25.7,-1,2014
37,1/15/2014,29,16,29.04383562,MIA,WAS,L ,-17,41,4,41.06666667,8,18,0.444,0,4,0,9,10,0.9,2,6,8,7,2,0,4,1,25,20.9,-15,2014
38,1/17/2014,29,18,29.04931507,MIA,PHI,W ,15,36,31,36.51666667,7,13,0.538,0,1,0,7,8,0.875,1,7,8,10,2,1,3,3,21,22.6,17,2014
39,1/18/2014,29,19,29.05205479,MIA,CHA,W ,8,44,52,44.86666667,13,25,0.52,0,3,0,8,10,0.8,2,6,8,6,1,0,2,4,34,25.7,13,2014
40,1/20/2014,29,21,29.05753425,MIA,ATL,L ,-7,38,43,38.71666667,11,21,0.524,3,7,0.429,5,8,0.625,1,3,4,6,1,0,3,1,30,21.9,0,2014
41,1/21/2014,29,22,29.06027397,MIA,BOS,W ,7,38,48,38.8,10,19,0.526,0,4,0,9,11,0.818,1,7,8,4,2,0,3,1,29,23.1,10,2014
42,1/23/2014,29,24,29.06575342,MIA,LAL,W ,7,37,18,37.3,9,15,0.6,2,4,0.5,7,13,0.538,2,11,13,6,1,0,5,1,27,22.2,4,2014
43,1/26/2014,29,27,29.0739726,MIA,SAS,W ,12,27,43,27.71666667,8,15,0.533,1,3,0.333,1,1,1,0,7,7,6,1,0,4,4,18,12.4,21,2014
44,1/29/2014,29,30,29.08219178,MIA,OKC,L ,-17,42,10,42.16666667,12,20,0.6,1,5,0.2,9,9,1,1,2,3,3,0,0,3,1,34,24.8,-17,2014
45,2/1/2014,29,33,29.09041096,MIA,NYK,W ,15,39,6,39.1,13,22,0.591,1,3,0.333,3,6,0.5,1,7,8,7,6,0,2,3,30,29.1,14,2014
46,2/3/2014,29,35,29.09589041,MIA,DET,W ,6,38,19,38.31666667,9,19,0.474,0,3,0,6,8,0.75,1,7,8,11,2,2,1,1,24,26,6,2014
47,2/5/2014,29,37,29.10136986,MIA,LAC,W ,4,40,47,40.78333333,11,20,0.55,3,7,0.429,6,8,0.75,1,7,8,12,3,1,7,2,31,27.7,3,2014
48,2/8/2014,29,40,29.10958904,MIA,UTA,L ,-5,39,21,39.35,4,13,0.308,1,6,0.167,4,6,0.667,0,7,7,5,0,0,5,2,13,4.5,0,2014
49,2/11/2014,29,43,29.11780822,MIA,PHO,W ,6,40,59,40.98333333,12,22,0.545,2,5,0.4,11,14,0.786,1,8,9,3,5,0,4,2,37,30.6,8,2014
50,2/12/2014,29,44,29.12054795,MIA,GSW,W ,1,42,16,42.26666667,14,26,0.538,4,8,0.5,4,7,0.571,1,12,13,9,2,0,2,1,36,32.4,-2,2014
51,2/18/2014,29,50,29.1369863,MIA,DAL,W ,11,38,28,38.46666667,16,23,0.696,4,8,0.5,6,8,0.75,2,7,9,6,2,0,3,2,42,37.4,19,2014
52,2/20/2014,29,52,29.14246575,MIA,OKC,W ,22,33,24,33.4,15,22,0.682,1,5,0.2,2,5,0.4,1,6,7,3,4,0,8,1,33,22.6,9,2014
,2/23/2014,29,55,29.15068493,MIA,CHI,W ,14,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2014
53,2/27/2014,29,59,29.16164384,MIA,NYK,W ,26,36,38,36.63333333,13,19,0.684,1,2,0.5,4,6,0.667,0,4,4,4,0,0,1,0,31,25.1,21,2014
54,3/1/2014,29,61,29.16712329,MIA,ORL,W ,14,31,13,31.21666667,8,12,0.667,0,2,0,4,5,0.8,1,8,9,7,4,0,2,1,20,24,14,2014
55,3/3/2014,29,63,29.17260274,MIA,CHA,W ,17,41,12,41.2,22,33,0.667,8,10,0.8,9,12,0.75,3,4,7,4,0,0,2,2,61,48.8,16,2014
56,3/4/2014,29,64,29.17534247,MIA,HOU,L ,-3,36,38,36.63333333,9,18,0.5,0,3,0,4,6,0.667,1,0,1,6,3,0,1,1,22,18.7,-15,2014
57,3/6/2014,29,66,29.18082192,MIA,SAS,L ,-24,38,4,38.06666667,6,18,0.333,0,3,0,7,9,0.778,3,5,8,7,2,0,5,5,19,11.5,-10,2014
58,3/9/2014,29,69,29.1890411,MIA,CHI,L ,-7,45,19,45.31666667,8,23,0.348,1,3,0.333,0,0,,1,8,9,8,3,1,4,1,17,12.1,6,2014
59,3/10/2014,29,70,29.19178082,MIA,WAS,W ,9,36,45,36.75,10,15,0.667,3,4,0.75,0,0,,2,5,7,8,3,0,3,3,23,23.8,14,2014
60,3/12/2014,29,72,29.19726027,MIA,BRK,L ,-1,38,3,38.05,6,13,0.462,1,4,0.25,6,9,0.667,0,5,5,7,3,0,5,1,19,15.1,2,2014
61,3/14/2014,29,74,29.20273973,MIA,DEN,L ,-4,39,50,39.83333333,8,17,0.471,0,4,0,5,7,0.714,0,6,6,6,1,0,4,3,21,13.3,-8,2014
62,3/16/2014,29,76,29.20821918,MIA,HOU,W ,9,42,52,42.86666667,8,17,0.471,1,3,0.333,7,8,0.875,0,5,5,6,2,0,5,3,24,16.4,11,2014
63,3/18/2014,29,78,29.21369863,MIA,CLE,W ,4,41,40,41.66666667,14,19,0.737,6,8,0.75,9,13,0.692,0,6,6,4,2,3,0,1,43,42,11,2014
,3/19/2014,29,79,29.21643836,MIA,BOS,L ,-5,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2014
64,3/21/2014,29,81,29.22191781,MIA,MEM,W ,5,38,1,38.01666667,7,14,0.5,0,2,0,1,2,0.5,1,5,6,7,2,1,3,0,15,14.4,4,2014
65,3/22/2014,29,82,29.22465753,MIA,NOP,L ,-10,41,59,41.98333333,10,18,0.556,2,4,0.5,3,3,1,1,7,8,9,0,1,3,1,25,22.8,-6,2014
66,3/24/2014,29,84,29.23013699,MIA,POR,W ,2,38,22,38.36666667,13,23,0.565,0,1,0,6,9,0.667,4,2,6,5,4,0,5,2,32,25,4,2014
67,3/26/2014,29,86,29.23561644,MIA,IND,L ,-1,43,24,43.4,11,19,0.579,2,6,0.333,14,15,0.933,0,8,8,5,0,0,6,3,38,27.4,2,2014
68,3/28/2014,29,88,29.24109589,MIA,DET,W ,32,29,46,29.76666667,7,13,0.538,1,3,0.333,2,2,1,2,8,10,12,1,0,1,0,17,22.9,32,2014
69,3/29/2014,29,89,29.24383562,MIA,MIL,W ,21,30,3,30.05,5,10,0.5,1,3,0.333,2,4,0.5,2,5,7,2,0,0,4,1,13,7.1,19,2014
70,3/31/2014,29,91,29.24931507,MIA,TOR,W ,10,38,53,38.88333333,11,20,0.55,1,6,0.167,9,11,0.818,0,7,7,8,1,0,6,2,32,23.5,22,2014
71,4/2/2014,29,93,29.25479452,MIA,MIL,W ,19,29,21,29.35,7,12,0.583,1,3,0.333,2,5,0.4,0,4,4,8,1,1,2,0,17,16.7,18,2014
72,4/4/2014,29,95,29.26027397,MIA,MIN,L ,-1,47,57,47.95,12,24,0.5,2,4,0.5,8,10,0.8,2,6,8,5,4,1,4,5,34,26.6,7,2014
73,4/6/2014,29,97,29.26575342,MIA,NYK,W ,11,42,47,42.78333333,13,22,0.591,3,7,0.429,9,12,0.75,0,5,5,6,1,0,5,0,38,28.3,2,2014
74,4/8/2014,29,99,29.27123288,MIA,BRK,L ,-1,37,8,37.13333333,9,16,0.563,0,3,0,11,14,0.786,1,9,10,6,2,0,3,0,29,26.8,-2,2014
75,4/9/2014,29,100,29.2739726,MIA,MEM,L ,-5,41,22,41.36666667,14,23,0.609,3,5,0.6,6,7,0.857,1,5,6,5,2,0,5,1,37,28.4,-8,2014
76,4/11/2014,29,102,29.27945205,MIA,IND,W ,12,34,52,34.86666667,11,20,0.55,2,4,0.5,12,13,0.923,1,5,6,1,1,1,2,1,36,28.2,13,2014
77,4/12/2014,29,103,29.28219178,MIA,ATL,L ,-13,37,21,37.35,10,22,0.455,3,7,0.429,4,8,0.5,3,5,8,5,0,1,3,2,27,18,-13,2014
,4/14/2014,29,105,29.28767123,MIA,WAS,L ,-21,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2014
,4/16/2014,29,107,29.29315068,MIA,PHI,L ,-13,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2014
1,10/30/2014,29,304,29.83287671,CLE,NYK,L ,-5,43,14,43.23333333,5,15,0.333,1,5,0.2,6,7,0.857,0,5,5,4,0,0,8,3,17,3.2,-13,2015
2,10/31/2014,29,305,29.83561644,CLE,CHI,W ,6,41,40,41.66666667,14,30,0.467,1,3,0.333,7,9,0.778,1,7,8,5,4,1,3,1,36,27.4,-3,2015
3,11/4/2014,29,309,29.84657534,CLE,POR,L ,-19,34,56,34.93333333,4,12,0.333,2,4,0.5,1,1,1,1,6,7,7,1,0,3,2,11,8.8,-15,2015
4,11/5/2014,29,310,29.84931507,CLE,UTA,L ,-2,42,2,42.03333333,8,18,0.444,3,5,0.6,12,12,1,0,3,3,4,3,0,4,2,31,23.5,3,2015
5,11/7/2014,29,312,29.85479452,CLE,DEN,W ,9,39,38,39.63333333,8,18,0.444,1,5,0.2,5,6,0.833,0,7,7,11,1,1,3,1,22,20.3,14,2015
6,11/10/2014,29,315,29.8630137,CLE,NOP,W ,7,40,26,40.43333333,9,17,0.529,1,3,0.333,13,17,0.765,2,9,11,9,1,1,4,1,32,29.8,15,2015
7,11/14/2014,29,319,29.8739726,CLE,BOS,W ,1,40,51,40.85,16,27,0.593,3,8,0.375,6,9,0.667,0,4,4,7,0,1,3,4,41,29.5,10,2015
8,11/15/2014,29,320,29.87671233,CLE,ATL,W ,33,28,54,28.9,13,20,0.65,4,5,0.8,2,4,0.5,2,4,6,7,0,1,3,1,32,27.2,14,2015
9,11/17/2014,29,322,29.88219178,CLE,DEN,L ,-9,40,34,40.56666667,8,18,0.444,1,4,0.25,5,7,0.714,0,9,9,5,0,2,4,2,22,14.6,-13,2015
10,11/19/2014,29,324,29.88767123,CLE,SAS,L ,-2,34,6,34.1,6,17,0.353,2,3,0.667,1,1,1,3,3,6,9,1,1,5,3,15,10.3,-3,2015
11,11/21/2014,29,326,29.89315068,CLE,WAS,L ,-13,39,2,39.03333333,8,21,0.381,2,7,0.286,4,7,0.571,3,1,4,4,1,1,3,0,22,13.2,-13,2015
12,11/22/2014,29,327,29.89589041,CLE,TOR,L ,-17,37,17,37.28333333,6,12,0.5,1,4,0.25,2,3,0.667,0,1,1,10,1,1,5,2,15,11.8,-8,2015
13,11/24/2014,29,329,29.90136986,CLE,ORL,W ,32,31,0,31,9,17,0.529,2,4,0.5,9,11,0.818,1,3,4,11,3,0,1,0,29,31.2,19,2015
